num,Informatiksicherheit,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
217520,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
50984,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
80.1,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
9,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
463253,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
50646,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
56.3,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
5,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
560521,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2019,Anzahl Personen,Wert
53316,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2019,Anzahl Personen,Konfidenzintervall +/-
64.4,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Wert
4.8,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
561483,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2017,Anzahl Personen,Wert
54343,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2017,Anzahl Personen,Konfidenzintervall +/-
63.1,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Wert
5,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
718263,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2014,Anzahl Personen,Wert
41271,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2014,Anzahl Personen,Konfidenzintervall +/-
76.4,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Wert
4.4,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
2284854,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
89350,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
61.7,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.4,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
2316175,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2019,Anzahl Personen,Wert
90053,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2019,Anzahl Personen,Konfidenzintervall +/-
64.2,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Wert
2.5,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
2400009,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2017,Anzahl Personen,Wert
87590,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2017,Anzahl Personen,Konfidenzintervall +/-
66,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Wert
2.4,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
2431571,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2014,Anzahl Personen,Wert
103009,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2014,Anzahl Personen,Konfidenzintervall +/-
68.8,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Wert
2.5,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
181307,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
39377,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
34.3,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
6.3,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
262454,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Wert
48537,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
45.1,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
6.6,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
320222,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Wert
52731,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
49.4,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
6.2,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
161389,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Wert
43973,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
41.5,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
8.9,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
772692,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
74200,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
61.1,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
4.1,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
892425,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
79607,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
62.5,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
4,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1013995,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
81435,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
64.7,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
3.7,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1050805,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
88096,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
65.8,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
3.7,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1330855,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
86272,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
69.7,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
3.1,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1161296,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
86798,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
72.7,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
3.5,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1065793,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Wert
83382,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
74.9,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
3.5,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1219377,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
95685,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
78.8,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
3.4,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2019,Anzahl Personen,Wert
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2019,Anzahl Personen,Konfidenzintervall +/-
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2017,Anzahl Personen,Wert
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2017,Anzahl Personen,Konfidenzintervall +/-
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2014,Anzahl Personen,Wert
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2014,Anzahl Personen,Konfidenzintervall +/-
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1019300,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
65528,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
50.7,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
3.2,Verwendung von Sicherheitssoftware zum Schutz Ihres Computers,Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
