num,Internetzugang,Sprachgebiet,Haushaltsgrösse,Subjektive finanzielle Situation des Haushalts,Jahr,Absolut / relativ,Resultat
27214,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
95.1,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Wert
4.1,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
775006,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Wert
49756,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
98,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Wert
1.1,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
662392,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Wert
49011,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
91.8,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Wert
2.2,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
259336,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Wert
34387,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
98.3,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Wert
1.5,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
299388,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Wert
39211,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
93.8,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Wert
2.8,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
59696,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Wert
19810,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
93.7,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Wert
6.3,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
57426,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Wert
16814,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
94.1,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Wert
6.8,Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,2-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
464090,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Wert
37116,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Konfidenzintervall +/-
99.7,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Wert
0.4,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
450746,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Wert
37448,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Konfidenzintervall +/-
97.5,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Wert
1.6,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
431307,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Wert
36637,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Konfidenzintervall +/-
97.2,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Wert
1.6,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
404738,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Wert
40262,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Konfidenzintervall +/-
97.3,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Wert
1.6,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
40371,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Wert
12135,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
100,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Wert
0,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
47088,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Wert
14202,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
100,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Wert
0,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
272717,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Wert
30192,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
99.8,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Wert
0.4,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
216170,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Wert
27585,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
98.3,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Wert
1.9,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
113866,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Wert
20606,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
99.3,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Wert
1.4,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
151176,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Wert
23566,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
95.3,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Wert
3.6,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
33215,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Wert
12933,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
100,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Wert
0,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
35464,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Wert
13206,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
98.7,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Wert
2.5,Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Internetzugang,Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
