num,E-commerce: gekaufte Produkte,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
"""....""",Einkäufe im Internet in den letzten drei Monaten,Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Einkäufe im Internet in den letzten drei Monaten,Mann,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
2302233,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
79807,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
64.7,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.2,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
179983,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
39066,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
34,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
6.2,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
823450,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
74683,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
60.9,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
3.8,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
980456,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
77301,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
77.2,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
3.5,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
318344,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
43886,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
78.1,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
6,Einkäufe im Internet in den letzten drei Monaten,Frau,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
525562,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
52092,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
79.6,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
4.9,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
101490,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
31593,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
88,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
10,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
102639,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
31202,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
84.7,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
11.3,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
318344,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
43886,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
78.1,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
6,Einkäufe im Internet in den letzten drei Monaten,Frau,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1406622,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
72303,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
75.2,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.9,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
144065,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
34808,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
50.9,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
8.9,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
547480,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
61378,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
75.1,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
4.7,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
715078,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
66292,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
83.4,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
3.8,Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....""",Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....""",Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Einkäufe im Internet in den letzten drei Monaten,Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
370049,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
48802,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
36,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
4.3,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
174480,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
36220,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
34.4,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
6.1,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
162739,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
34796,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
55.9,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
8.6,Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....""",Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....""",Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Einkäufe im Internet in den letzten drei Monaten,Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
646530,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
72474,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
9.2,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
147128,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
36807,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
6,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
1.5,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
414374,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
58658,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
14.4,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
2,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
62753,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
23054,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
7.6,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.7,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
119770,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
33050,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
9,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.5,Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Mehr als 10 Bestellungen/Einkäufe in den letzten 3 Monaten,Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
